OfficeName,ObservedYears,CycleEstimate,PredictionReason
Soil and Water Supervisor District 1,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Soil and Water Supervisor District 2,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Soil and Water Supervisor District 3,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Soil and Water Supervisor District 4,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Soil and Water Supervisor District 5,2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for City Clerk (Elba),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for City Treasurer (Boy River),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for City Treasurer (Kinney),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Altura),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Amboy),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Arden Hills),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Aurora) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Barrett),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Bertha),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Biwabik),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Bovey),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Boy River) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Braham),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Breezy Point),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Buhl),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Carlos) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Cedar Mills),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Chandler),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Clarks Grove),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Clearwater),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Cleveland),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Cohasset) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Cook),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Corcoran),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Special Election for Council Member (Currie),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Dalton),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Dayton),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Deer River),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Deerwood),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Delavan),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Dovray),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Echo),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Erhard),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Evansville),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Fertile),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Forada),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Glenville),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Glyndon),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Goodridge),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Grey Eagle),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Gully) (Elect 2),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Hackensack),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Hanley Falls),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Hayward),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Henriette),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Hewitt),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Hill City),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Special Election for Council Member (Holdingford),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Hoyt Lakes),2020|2022|2024,2-year,"Observed 2-year cadence across 2020, 2022, 2024."
Special Election for Council Member (Jordan),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Kasson),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Kimball),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Kinney),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Lake Crystal),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Lancaster),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Laporte),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Le Roy),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Le Sueur),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Lengby),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Leonidas),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Lewiston),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Mantorville),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Maple Lake),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Marietta),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Montgomery),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Morgan),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Myrtle),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Nerstrand) (Elect 2),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Nisswa),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (North Branch),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Palisade),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Pillager),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Remer),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Riverton),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Rockford),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Roosevelt),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Rose Creek),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Roseau),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Rushmore),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Scanlon),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Seaforth),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Shafer),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Silver Lake),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (South Haven) (Elect 2),2022|2024,2-year,"Observed 2-year cadence across 2022, 2024."
Special Election for Council Member (Sturgeon Lake) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Taconite),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Tower),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Tracy),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Twin Lakes),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Watkins),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Willow River),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member (Winnebago),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Blue Earth) (Elect 2),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Canton),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Cottage Grove),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Courtland),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (East Bethel),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Odessa),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Pine Springs),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Preston),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Waconia),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Williams),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member at Large (Wykoff),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Seat 2 (Grasston),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Seat 2 (Quamba),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 1 (Blaine),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 1 (Brainerd),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 1 (Jackson),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 1 (Robbinsdale) (Special Primary),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 1 (Wabasha),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Council Member Ward 2 (Windom),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for County Commissioner District 5,2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
Special Election for Hospital District Board Member (Arlone Township),2022,heuristic,"Only observed in the 2022 midterm, so assume the 4-year midterm cycle."
